,PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,TOT_EMP,EMP_PRSE,JOBS_1000,A_MEAN,MEAN_PRSE,A_MEDIAN,YEAR,A_MEAN_SE,A_MEDIAN_SE,JOBS_1000_SE,TOT_EMP_SE,A_MEAN_ME,A_MEDIAN_ME,JOBS_1000_ME,TOT_EMP_ME
2897,AL,26620,"Huntsville, AL",15-0000,Computer and Mathematical Occupations,13450.0,3.7,61.6,92710.0,1.4,89610.0,2016,1297.9399999999998,1626.7082019999998,2.2792000000000003,497.65,2543.9623999999994,3188.3480759199997,4.467232000000001,975.3939999999999
3322,AL,33660,"Mobile, AL",15-0000,Computer and Mathematical Occupations,2440.0,3.5,14.08,60730.0,2.3,56830.0,2016,1396.79,1750.596907,0.4928,85.4,2737.7084,3431.1699377200002,0.965888,167.38400000000001
3744,AL,33860,"Montgomery, AL",15-0000,Computer and Mathematical Occupations,3990.0,4.8,24.16,73300.0,2.3,73190.0,2016,1685.9,2112.93847,1.1596799999999998,191.52,3304.364,4141.3594012,2.2729728,375.3792
4149,AL,46220,"Tuscaloosa, AL",15-0000,Computer and Mathematical Occupations,1180.0,13.7,11.856,69140.0,3.7,62750.0,2016,2558.18,3206.1669940000006,1.624272,161.66,5014.0328,6284.087308240001,3.1835731199999997,316.8536
4508,AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",15-0000,Computer and Mathematical Occupations,8120.0,3.0,34.851,74050.0,3.2,71960.0,2016,2369.6,2969.81968,1.04553,243.6,4644.416,5820.8465728,2.0492388,477.45599999999996
4947,AR,22900,"Fort Smith, AR-OK",15-0000,Computer and Mathematical Occupations,1230.0,18.6,11.195,58420.0,1.9,53020.0,2016,1109.98,1391.1379339999999,2.0822700000000003,228.78,2175.5608,2726.6303506399995,4.0812492,448.4088
5297,AR,26300,"Hot Springs, AR",15-0000,Computer and Mathematical Occupations,190.0,9.1,5.279,54330.0,7.0,46460.0,2016,3803.1,4766.425230000001,0.48038899999999995,17.29,7454.076,9342.193450800001,0.9415624399999999,33.8884
5512,AR,27860,"Jonesboro, AR",15-0000,Computer and Mathematical Occupations,500.0,10.7,9.366,50350.0,3.3,46020.0,2016,1661.55,2082.420615,1.0021619999999998,53.5,3256.638,4081.5444054,1.9642375199999995,104.86
5801,AR,30780,"Little Rock-North Little Rock-Conway, AR",15-0000,Computer and Mathematical Occupations,10910.0,17.6,32.02,67940.0,2.7,66210.0,2016,1834.38,2299.0284540000002,5.635520000000001,1920.1600000000003,3595.3848000000003,4506.095769840001,11.045619200000003,3763.5136000000007
6304,AR,38220,"Pine Bluff, AR",15-0000,Computer and Mathematical Occupations,250.0,4.8,8.05,62280.0,7.9,54100.0,2016,4920.12,6166.386396,0.3864,12.0,9643.4352,12086.11733616,0.757344,23.52
6488,AZ,22380,"Flagstaff, AZ",15-0000,Computer and Mathematical Occupations,950.0,11.0,15.159,68480.0,3.3,65850.0,2016,2259.84,2832.2574720000002,1.66749,104.5,4429.2864,5551.224645120001,3.2682803999999996,204.82
6751,AZ,29420,"Lake Havasu City-Kingman, AZ",15-0000,Computer and Mathematical Occupations,330.0,6.8,7.155,60590.0,4.6,55670.0,2016,2787.14,3493.122562,0.48654000000000003,22.44,5462.7944,6846.52022152,0.9536184000000001,43.9824
7024,AZ,38060,"Phoenix-Mesa-Scottsdale, AZ",15-0000,Computer and Mathematical Occupations,76340.0,3.3,39.448,81190.0,1.1,77420.0,2016,893.09,1119.309697,1.3017839999999998,2519.22,1750.4564,2193.8470061199996,2.5514966399999994,4937.6712
7685,AZ,39140,"Prescott, AZ",15-0000,Computer and Mathematical Occupations,440.0,7.9,7.493,60890.0,3.7,57260.0,2016,2252.93,2823.597169,0.591947,34.76,4415.7428,5534.25045124,1.16021612,68.1296
7966,AZ,43420,"Sierra Vista-Douglas, AZ",15-0000,Computer and Mathematical Occupations,1760.0,9.1,54.151,81400.0,3.0,80960.0,2016,2442.0,3060.5586000000003,4.927741,160.16,4786.32,5998.694856,9.65837236,313.9136
8186,AZ,46060,"Tucson, AZ",15-0000,Computer and Mathematical Occupations,11530.0,4.3,32.154,77820.0,5.2,74160.0,2016,4046.64,5071.653912,1.382622,495.79,7931.4144,9940.44166752,2.70993912,971.7484000000001
8686,AZ,49740,"Yuma, AZ",15-0000,Computer and Mathematical Occupations,580.0,13.9,9.523,71110.0,3.8,66450.0,2016,2702.18,3386.642194,1.323697,80.62,5296.2728,6637.81870024,2.5944461199999997,158.0152
8977,CA,11244,"Anaheim-Santa Ana-Irvine, CA Metropolitan Division",15-0000,Computer and Mathematical Occupations,54790.0,3.6,35.054,94780.0,1.5,91080.0,2016,1421.7,1781.8166100000003,1.2619440000000002,1972.44,2786.532,3492.3605556000007,2.47341024,3865.9824
9640,CA,12540,"Bakersfield, CA",15-0000,Computer and Mathematical Occupations,4030.0,8.1,13.698,87720.0,2.4,85820.0,2016,2105.28,2638.547424,1.109538,326.43,4126.348800000001,5171.552951039999,2.17469448,639.8028
10102,CA,17020,"Chico, CA",15-0000,Computer and Mathematical Occupations,1320.0,19.3,17.821,71010.0,5.4,64210.0,2016,3834.54,4805.828982000001,3.4394530000000003,254.76,7515.6984,9419.424804720002,6.741327880000001,499.32959999999997
10396,CA,20940,"El Centro, CA",15-0000,Computer and Mathematical Occupations,320.0,11.7,5.912,73160.0,5.9,71010.0,2016,4316.44,5409.794252000001,0.691704,37.44,8460.222399999999,10603.196733920002,1.35573984,73.38239999999999
10642,CA,23420,"Fresno, CA",15-0000,Computer and Mathematical Occupations,3660.0,13.2,10.449,72960.0,2.3,66950.0,2016,1678.08,2103.1376640000003,1.379268,483.12,3289.0368,4122.149821440001,2.70336528,946.9152
11137,CA,25260,"Hanford-Corcoran, CA",15-0000,Computer and Mathematical Occupations,300.0,12.8,7.54,67740.0,7.9,64180.0,2016,5351.46,6706.984818000001,0.96512,38.4,10488.8616,13145.690243280002,1.8916351999999999,75.264
11368,CA,31084,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",15-0000,Computer and Mathematical Occupations,106620.0,3.4,25.261,91070.0,1.0,87420.0,2016,910.7,1141.38031,0.858874,3625.08,1784.972,2237.1054076,1.6833930400000001,7105.1568
12085,CA,31460,"Madera, CA",15-0000,Computer and Mathematical Occupations,320.0,8.6,7.569,68170.0,2.9,66580.0,2016,1976.93,2477.686369,0.650934,27.52,3874.7828,4856.26528324,1.27583064,53.9392
12297,CA,32900,"Merced, CA",15-0000,Computer and Mathematical Occupations,680.0,8.1,10.373,66150.0,5.2,58720.0,2016,3439.8,4311.10134,0.840213,55.08,6742.008,8449.7586264,1.64681748,107.9568
12573,CA,33700,"Modesto, CA",15-0000,Computer and Mathematical Occupations,1570.0,10.5,9.116,73950.0,3.4,68380.0,2016,2514.3,3151.1721900000002,0.9571799999999999,164.85,4928.028,6176.2974924,1.8760727999999998,323.106
12975,CA,34900,"Napa, CA",15-0000,Computer and Mathematical Occupations,510.0,6.6,7.268,84820.0,3.3,80250.0,2016,2799.06,3508.0618980000004,0.47968799999999995,33.66,5486.1576,6875.801320080001,0.9401884799999999,65.97359999999999
13279,CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",15-0000,Computer and Mathematical Occupations,42610.0,4.9,39.294,107270.0,1.7,105130.0,2016,1823.59,2285.5053470000003,1.9254060000000002,2087.8900000000003,3574.2364,4479.59048012,3.77379576,4092.2644000000005
13921,CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",15-0000,Computer and Mathematical Occupations,7240.0,7.8,24.136,89750.0,2.4,83340.0,2016,2154.0,2699.6082,1.8826079999999998,564.72,4221.84,5291.232072,3.68991168,1106.8512
14404,CA,39820,"Redding, CA",15-0000,Computer and Mathematical Occupations,600.0,12.0,9.929,68560.0,5.6,66950.0,2016,3839.36,4811.869888,1.1914799999999999,72.0,7525.1456,9431.26498048,2.3353007999999997,141.12
14728,CA,40140,"Riverside-San Bernardino-Ontario, CA",15-0000,Computer and Mathematical Occupations,15010.0,9.8,11.015,77040.0,2.3,74320.0,2016,1771.92,2220.747336,1.0794700000000002,1470.98,3472.9632,4352.66477856,2.1157612,2883.1208
15412,CA,40900,"Sacramento--Roseville--Arden-Arcade, CA",15-0000,Computer and Mathematical Occupations,34550.0,3.5,37.846,86690.0,1.4,84500.0,2016,1213.6599999999999,1521.080078,1.3246099999999998,1209.25,2378.7735999999995,2981.31695288,2.5962355999999995,2370.13
16061,CA,41500,"Salinas, CA",15-0000,Computer and Mathematical Occupations,2100.0,8.3,12.746,91840.0,4.5,86100.0,2016,4132.8,5179.63824,1.0579180000000001,174.3,8100.2880000000005,10152.090950400001,2.07351928,341.62800000000004
16464,CA,41740,"San Diego-Carlsbad, CA",15-0000,Computer and Mathematical Occupations,49360.0,2.6,35.582,93770.0,1.5,92310.0,2016,1406.55,1762.8291150000002,0.9251320000000001,1283.36,2756.8379999999997,3455.1450654000005,1.81325872,2515.3855999999996
17160,CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-0000,Computer and Mathematical Occupations,89380.0,2.3,83.761,115130.0,0.8,114310.0,2016,921.04,1154.339432,1.9265029999999999,2055.74,1805.2384,2262.5052867199997,3.7759458799999996,4029.2503999999994
17781,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",15-0000,Computer and Mathematical Occupations,130550.0,3.1,124.88,123600.0,2.2,121280.0,2016,2719.2,3407.97336,3.87128,4047.05,5329.632,6679.6277856,7.5877088,7932.218
18374,CA,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",15-0000,Computer and Mathematical Occupations,2230.0,14.6,19.764,81330.0,6.2,74750.0,2016,5042.46,6319.715118000001,2.885544,325.58,9883.2216,12386.641631280001,5.6556662399999995,638.1368
18739,CA,42034,"San Rafael, CA Metropolitan Division",15-0000,Computer and Mathematical Occupations,3390.0,7.0,30.362,105270.0,2.7,103240.0,2016,2842.29,3562.2420570000004,2.12534,237.3,5570.8884,6981.994431720001,4.1656664,465.108
19089,CA,42100,"Santa Cruz-Watsonville, CA",15-0000,Computer and Mathematical Occupations,1910.0,8.3,20.592,88400.0,4.3,81790.0,2016,3801.2,4764.04396,1.709136,158.53000000000003,7450.352,9337.526161599999,3.34990656,310.71880000000004
19441,CA,42200,"Santa Maria-Santa Barbara, CA",15-0000,Computer and Mathematical Occupations,5040.0,8.0,27.647,94600.0,2.8,89330.0,2016,2648.8,3319.7410400000003,2.21176,403.2,5191.648,6506.6924384,4.3350496,790.2719999999999
19911,CA,42220,"Santa Rosa, CA",15-0000,Computer and Mathematical Occupations,3020.0,7.7,15.588,91810.0,3.2,85520.0,2016,2937.92,3682.095136,1.200276,232.54,5758.3232,7216.90646656,2.35254096,455.7784
20368,CA,44700,"Stockton-Lodi, CA",15-0000,Computer and Mathematical Occupations,1790.0,12.1,7.865,71230.0,2.7,67180.0,2016,1923.21,2410.3590930000005,0.951665,216.59,3769.4916,4724.3038222800005,1.8652634,424.5164
20810,CA,46700,"Vallejo-Fairfield, CA",15-0000,Computer and Mathematical Occupations,1850.0,17.0,14.382,90830.0,2.9,88670.0,2016,2634.07,3301.279931,2.44494,314.5,5162.7772,6470.50866476,4.7920824,616.42
21183,CA,47300,"Visalia-Porterville, CA",15-0000,Computer and Mathematical Occupations,1000.0,13.8,6.873,68050.0,2.8,64180.0,2016,1905.4,2388.03782,0.948474,138.0,3734.5840000000003,4680.5541272,1.8590090400000001,270.48
21531,CA,49700,"Yuba City, CA",15-0000,Computer and Mathematical Occupations,270.0,6.8,6.773,81300.0,7.3,71460.0,2016,5934.9,7438.21017,0.460564,18.36,11632.403999999999,14578.8919332,0.90270544,35.9856
21781,CO,14500,"Boulder, CO",15-0000,Computer and Mathematical Occupations,12860.0,4.6,72.972,94330.0,1.7,91260.0,2016,1603.61,2009.804413,3.3567119999999995,591.56,3143.0755999999997,3939.21664948,6.579155519999999,1159.4576
22214,CO,17820,"Colorado Springs, CO",15-0000,Computer and Mathematical Occupations,14430.0,4.6,53.632,92020.0,2.0,91090.0,2016,1840.4,2306.5733200000004,2.467072,663.78,3607.184,4520.883707200001,4.83546112,1301.0087999999998
22727,CO,19740,"Denver-Aurora-Lakewood, CO",15-0000,Computer and Mathematical Occupations,66960.0,2.9,47.3,96880.0,1.5,93830.0,2016,1453.2,1821.29556,1.3717,1941.84,2848.272,3569.7392976,2.688532,3806.0063999999998
23405,CO,22660,"Fort Collins, CO",15-0000,Computer and Mathematical Occupations,5050.0,5.3,33.684,85980.0,2.8,85130.0,2016,2407.4399999999996,3017.2445519999997,1.7852519999999998,267.65,4718.582399999999,5913.799321919999,3.4990939199999995,524.5939999999999
23802,CO,24300,"Grand Junction, CO",15-0000,Computer and Mathematical Occupations,580.0,10.2,9.819,73680.0,4.1,69130.0,2016,3020.88,3786.068904,1.001538,59.16,5920.9248,7420.69505184,1.96301448,115.9536
24081,CO,24540,"Greeley, CO",15-0000,Computer and Mathematical Occupations,970.0,12.8,10.06,69800.0,2.7,67900.0,2016,1884.6,2361.96918,1.28768,124.16,3693.816,4629.4595928,2.5238528,243.3536
24411,CO,39380,"Pueblo, CO",15-0000,Computer and Mathematical Occupations,660.0,15.7,11.558,66180.0,3.0,64150.0,2016,1985.4,2488.30182,1.814606,103.62,3891.384,4877.071567200001,3.55662776,203.0952
24701,CT,71950,"Bridgeport-Stamford-Norwalk, CT",15-0000,Computer and Mathematical Occupations,14600.0,10.2,34.861,94890.0,1.9,90670.0,2016,1802.91,2259.587103,3.5558219999999996,1489.2,3533.7036000000003,4428.790721879999,6.969411119999999,2918.832
25214,CT,72850,"Danbury, CT",15-0000,Computer and Mathematical Occupations,1710.0,5.9,21.437,84760.0,4.2,80090.0,2016,3559.92,4461.647736,1.2647830000000002,100.89,6977.4432,8744.82956256,2.4789746800000003,197.74439999999998
25543,CT,73450,"Hartford-West Hartford-East Hartford, CT",15-0000,Computer and Mathematical Occupations,21190.0,5.8,36.514,90110.0,1.3,89010.0,2016,1171.43,1468.153219,2.1178120000000002,1229.02,2296.0028,2877.58030924,4.15091152,2408.8792
26125,CT,75700,"New Haven, CT",15-0000,Computer and Mathematical Occupations,5900.0,4.9,20.957,81760.0,2.4,78610.0,2016,1962.24,2459.2753920000005,1.0268930000000003,289.1,3845.9904,4820.179768320001,2.0127102800000003,566.6360000000001
26619,CT,76450,"Norwich-New London-Westerly, CT-RI",15-0000,Computer and Mathematical Occupations,1910.0,9.9,15.001,84450.0,2.0,82780.0,2016,1689.0,2116.8237000000004,1.485099,189.09,3310.44,4148.974452,2.91079404,370.6164
26970,CT,78700,"Waterbury, CT",15-0000,Computer and Mathematical Occupations,590.0,16.9,8.564,70290.0,2.9,70760.0,2016,2038.41,2554.739253,1.4473159999999998,99.71,3995.2836,5007.28893588,2.8367393599999997,195.43159999999997
27285,DC,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",15-0000,Computer and Mathematical Occupations,189120.0,1.8,75.93,104750.0,0.7,103910.0,2016,733.25,918.9822250000001,1.36674,3404.16,1437.17,1801.205161,2.6788104,6672.1536
27983,DE,20100,"Dover, DE",15-0000,Computer and Mathematical Occupations,930.0,7.3,14.583,71610.0,2.4,66300.0,2016,1718.64,2153.971512,1.064559,67.89,3368.5344,4221.78416352,2.08653564,133.0644
28269,DE,48864,"Wilmington, DE-MD-NJ Metropolitan Division",15-0000,Computer and Mathematical Occupations,15180.0,6.2,43.78,94080.0,1.4,93380.0,2016,1317.12,1650.746496,2.7143600000000006,941.16,2581.5552,3235.46313216,5.320145600000001,1844.6735999999999
28783,FL,15980,"Cape Coral-Fort Myers, FL",15-0000,Computer and Mathematical Occupations,2860.0,8.5,11.424,64500.0,2.3,59210.0,2016,1483.5,1859.2705500000002,0.97104,243.1,2907.66,3644.1702780000005,1.9032384,476.476
29235,FL,18880,"Crestview-Fort Walton Beach-Destin, FL",15-0000,Computer and Mathematical Occupations,3070.0,6.8,28.948,83060.0,2.2,80480.0,2016,1827.3200000000004,2290.1801560000004,1.968464,208.76,3581.547200000001,4488.753105760001,3.85818944,409.1696
29586,FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL",15-0000,Computer and Mathematical Occupations,2460.0,15.9,12.946,59500.0,2.1,56730.0,2016,1249.5,1565.9983500000003,2.058414,391.14,2449.02,3069.3567660000003,4.03449144,766.6343999999999
30030,FL,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",15-0000,Computer and Mathematical Occupations,20170.0,5.5,25.287,75430.0,1.7,70670.0,2016,1282.31,1607.119123,1.390785,1109.35,2513.3275999999996,3149.9534810799996,2.7259385999999997,2174.3259999999996
30591,FL,23540,"Gainesville, FL",15-0000,Computer and Mathematical Occupations,3280.0,5.0,25.657,63020.0,1.6,58430.0,2016,1008.32,1263.727456,1.28285,164.0,1976.3072,2476.90581376,2.514386,321.44
30939,FL,26140,"Homosassa Springs, FL",15-0000,Computer and Mathematical Occupations,250.0,9.2,7.849,56850.0,6.1,52950.0,2016,3467.85,4346.256405,0.722108,23.0,6796.986,8518.6625538,1.41533168,45.08
31143,FL,27260,"Jacksonville, FL",15-0000,Computer and Mathematical Occupations,17380.0,5.6,26.936,77810.0,1.8,74230.0,2016,1400.58,1755.3469140000002,1.508416,973.28,2745.1367999999998,3440.47995144,2.95649536,1907.6288
31717,FL,29460,"Lakeland-Winter Haven, FL",15-0000,Computer and Mathematical Occupations,3240.0,4.8,15.304,66650.0,1.8,61100.0,2016,1199.7,1503.58401,0.7345919999999999,155.52,2351.4120000000003,2947.0246596,1.4398003199999998,304.8192
32177,FL,33124,"Miami-Miami Beach-Kendall, FL Metropolitan Division",15-0000,Computer and Mathematical Occupations,22090.0,5.2,19.624,72030.0,1.8,66800.0,2016,1296.54,1624.953582,1.020448,1148.68,2541.2183999999997,3184.90902072,2.00007808,2251.4128
32780,FL,34940,"Naples-Immokalee-Marco Island, FL",15-0000,Computer and Mathematical Occupations,1330.0,11.7,9.661,68920.0,3.7,61650.0,2016,2550.04,3195.9651320000003,1.130337,155.60999999999999,4998.078399999999,6264.091658720001,2.2154605199999997,304.99559999999997
33146,FL,35840,"North Port-Sarasota-Bradenton, FL",15-0000,Computer and Mathematical Occupations,3650.0,7.3,12.921,66770.0,2.2,61270.0,2016,1468.94,1841.022502,0.9432329999999999,266.45,2879.1224,3608.40410392,1.8487366799999998,522.242
33605,FL,36100,"Ocala, FL",15-0000,Computer and Mathematical Occupations,640.0,9.9,6.594,59680.0,4.2,54430.0,2016,2506.56,3141.471648,0.6528060000000001,63.36,4912.857599999999,6157.284430080001,1.2794997600000002,124.1856
33957,FL,36740,"Orlando-Kissimmee-Sanford, FL",15-0000,Computer and Mathematical Occupations,31090.0,3.2,26.573,78260.0,2.0,73880.0,2016,1565.2,1961.66516,0.8503360000000001,994.88,3067.792,3844.8637135999998,1.6666585600000001,1949.9648
34567,FL,37340,"Palm Bay-Melbourne-Titusville, FL",15-0000,Computer and Mathematical Occupations,9470.0,6.0,47.182,85170.0,1.7,81240.0,2016,1447.89,1814.6405370000002,2.83092,568.2,2837.8644,3556.6954525200003,5.5486032,1113.672
34982,FL,37460,"Panama City, FL",15-0000,Computer and Mathematical Occupations,1060.0,6.9,13.074,70940.0,6.2,66590.0,2016,4398.28,5512.364324,0.902106,73.14,8620.628799999999,10804.23407504,1.7681277599999998,143.3544
35302,FL,37860,"Pensacola-Ferry Pass-Brent, FL",15-0000,Computer and Mathematical Occupations,2870.0,7.1,17.377,65210.0,3.8,60630.0,2016,2477.98,3105.6523340000003,1.2337669999999998,203.77,4856.8408,6087.078574640001,2.41818332,399.3892
35727,FL,38940,"Port St. Lucie, FL",15-0000,Computer and Mathematical Occupations,1150.0,10.2,8.433,62450.0,4.6,57380.0,2016,2872.7,3600.3549100000005,0.860166,117.3,5630.491999999999,7056.6956236000005,1.68592536,229.908
36086,FL,39460,"Punta Gorda, FL",15-0000,Computer and Mathematical Occupations,380.0,14.7,8.373,63460.0,5.2,58720.0,2016,3299.92,4135.789736000001,1.2308309999999998,55.86,6467.8432,8106.147882560001,2.4124287599999996,109.48559999999999
36292,FL,42680,"Sebastian-Vero Beach, FL",15-0000,Computer and Mathematical Occupations,460.0,10.7,9.592,62860.0,3.1,57590.0,2016,1948.66,2442.2555780000002,1.026344,49.22,3819.3736,4786.82093288,2.01163424,96.4712
36519,FL,42700,"Sebring, FL",15-0000,Computer and Mathematical Occupations,220.0,14.7,8.631,49760.0,5.4,46430.0,2016,2687.04,3367.6672320000002,1.268757,32.34,5266.5984,6600.62777472,2.48676372,63.38640000000001
36703,FL,45220,"Tallahassee, FL",15-0000,Computer and Mathematical Occupations,6290.0,3.8,38.3,61220.0,3.7,56190.0,2016,2265.14,2838.899962,1.4554,239.02,4439.6744,5564.24392552,2.852584,468.4792
37146,FL,45300,"Tampa-St. Petersburg-Clearwater, FL",15-0000,Computer and Mathematical Occupations,41230.0,3.8,32.602,74940.0,1.5,70900.0,2016,1124.1,1408.83453,1.2388759999999999,1566.74,2203.236,2761.3156788,2.4281969599999997,3070.8104
37753,FL,45540,"The Villages, FL",15-0000,Computer and Mathematical Occupations,200.0,14.1,7.888,61560.0,5.1,55260.0,2016,3139.56,3934.8105480000004,1.1122079999999999,28.2,6153.5376,7712.228674080001,2.1799276799999996,55.272
37934,FL,48424,"West Palm Beach-Boca Raton-Delray Beach, FL Metropolitan Division",15-0000,Computer and Mathematical Occupations,12210.0,6.5,20.708,76390.0,1.8,73690.0,2016,1375.02,1723.3125660000003,1.3460199999999998,793.65,2695.0391999999997,3377.6926293600004,2.6381991999999994,1555.5539999999999
38467,GA,10500,"Albany, GA",15-0000,Computer and Mathematical Occupations,670.0,15.5,11.449,62280.0,5.7,56500.0,2016,3549.96,4449.164868,1.774595,103.85,6957.9216,8720.363141279999,3.4782062,203.546
38730,GA,12020,"Athens-Clarke County, GA",15-0000,Computer and Mathematical Occupations,1220.0,6.5,14.679,56590.0,3.0,52400.0,2016,1697.7,2127.72741,0.954135,79.3,3327.492,4170.3457235999995,1.8701046,155.428
39062,GA,12060,"Atlanta-Sandy Springs-Roswell, GA",15-0000,Computer and Mathematical Occupations,114580.0,2.1,44.874,88510.0,1.4,84060.0,2016,1239.1399999999999,1553.0141619999997,0.9423540000000001,2406.18,2428.7144,3043.9077575199994,1.8470138400000002,4716.1128
39758,GA,12260,"Augusta-Richmond County, GA-SC",15-0000,Computer and Mathematical Occupations,2710.0,5.6,12.681,69110.0,2.2,66230.0,2016,1520.42,1905.542386,0.710136,151.76,2980.0232,3734.86307656,1.39186656,297.4496
40185,GA,15260,"Brunswick, GA",15-0000,Computer and Mathematical Occupations,570.0,29.5,14.406,69150.0,3.1,67570.0,2016,2143.65,2686.636545,4.249770000000001,168.15,4201.554,5265.807628199999,8.3295492,329.574
40405,GA,17980,"Columbus, GA-AL",15-0000,Computer and Mathematical Occupations,2970.0,10.4,26.489,78740.0,3.3,76580.0,2016,2598.42,3256.599786,2.754856,308.88,5092.9032,6382.935580560001,5.39951776,605.4048
40745,GA,19140,"Dalton, GA",15-0000,Computer and Mathematical Occupations,1000.0,10.1,14.638,77880.0,4.7,73620.0,2016,3660.36,4587.529188,1.478438,101.0,7174.3056,8991.55720848,2.8977384799999997,197.96
40986,GA,23580,"Gainesville, GA",15-0000,Computer and Mathematical Occupations,710.0,6.5,8.666,73480.0,3.9,70120.0,2016,2865.72,3591.606876,0.56329,46.15,5616.811199999999,7039.549476959999,1.1040484,90.454
41258,GA,25980,"Hinesville, GA",15-0000,Computer and Mathematical Occupations,290.0,30.7,17.493,81720.0,7.1,70500.0,2016,5802.12,7271.796996000001,5.370350999999999,89.03,11372.1552,14252.722112160001,10.525887959999999,174.4988
41408,GA,31420,"Macon, GA",15-0000,Computer and Mathematical Occupations,1560.0,3.8,15.928,66060.0,2.3,62450.0,2016,1519.38,1904.2389540000001,0.605264,59.28,2977.9848,3732.30834984,1.18631744,116.1888
41710,GA,40660,"Rome, GA",15-0000,Computer and Mathematical Occupations,370.0,4.0,10.11,65750.0,3.6,61610.0,2016,2367.0,2966.5611000000004,0.4044,14.8,4639.32,5814.459756,0.792624,29.008
41926,GA,42340,"Savannah, GA",15-0000,Computer and Mathematical Occupations,2000.0,4.4,12.069,78130.0,6.1,70380.0,2016,4765.93,5973.140069,0.5310360000000001,88.0,9341.2228,11707.35453524,1.04083056,172.48
42304,GA,46660,"Valdosta, GA",15-0000,Computer and Mathematical Occupations,1100.0,45.6,21.004,62900.0,2.8,56420.0,2016,1761.2,2207.3119600000005,9.577824,501.6,3451.952,4326.331441600001,18.772535039999998,983.1360000000001
42554,GA,47580,"Warner Robins, GA",15-0000,Computer and Mathematical Occupations,1600.0,5.9,23.206,74940.0,2.1,74400.0,2016,1573.74,1972.3683420000002,1.369154,94.4,3084.5304,3865.8419503200003,2.6835418399999997,185.024
